grid_id,species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,ax,ay,prov_geo,grid_id2,in_pa_b0,in_pa_b1_1,in_pa_b3,in_pa_b5,method,cause,method_grp,bio1,bio12,elev,warming_rate,climate_velocity,climate_exposure,unit_county,provgeo_county,unit_prefecture,provgeo_prefecture,valid_county,valid_prefecture
799,Lanius borealis,Tibet,2020,discovery_date,2020,2022,2,97.84,29.67,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,48.4202353728776,-684659.787623078,3159327.87674853,Tibet,799,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.107200002670288,611,4472,-0.0559222994950152,0.042174245586323,0.0244374209082694,540327,Tibet,540300,Tibet,TRUE,TRUE
805,Oenanthe deserti,Sichuan,2012,discovery_date,2012,2012,0,100.78,30.17,FALSE,FALSE,四川格西沟,national,野生动物,1995,11.4561982214364,-401373.609895219,3199248.05000916,Sichuan,805,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.137933325767517,679,4269,0.172594181637433,0.0614651285579834,0.0502349422385811,513334,Sichuan,513300,Sichuan,TRUE,TRUE
809,Bucanetes mongolicus,Sichuan,2014,discovery_date,2014,2015,1,102.75,30.06,FALSE,FALSE,四川蜂桶寨,national,野生动物,1975,36.44034550971,-214328.377598663,3180801.12214696,Sichuan,809,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.59400005340576,1451,828,0.172594181637433,0.0614651285579834,0.0502349422385811,511825,Sichuan,511800,Sichuan,TRUE,TRUE
822,Zoothera dixoni,Hubei,2019,discovery_date,2019,2020,1,109.71,29.99,TRUE,TRUE,湖北七姊妹山,national,森林生态,1990,0,448903.312636481,3181168.69011368,Hubei,822,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.19704999923706,1485,1338,0.217144813451741,0.0431056373179286,0.0631284864935155,422825,Hubei,422800,Hubei,TRUE,TRUE
823,Fringilla coelebs,Hubei,2021,discovery_date,2021,2025,4,110.49,29.9,FALSE,FALSE,湖南壶瓶山,national,森林生态,1982,8.8872262212983,523731.608367982,3174906.40344161,Hubei,823,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.1654167175293,1480,1389,0.217144813451741,0.0431056373179286,0.0631284864935155,422828,Hubei,422800,Hubei,TRUE,TRUE
823,Zoothera dixoni,Hunan,2015,discovery_date,2015,2016,1,110.1,29.78,TRUE,TRUE,湖南八大公山,national,森林生态,1986,0,487251.688811373,3159480.90510343,Hubei,823,TRUE,TRUE,TRUE,TRUE,红外相机拍摄,分布变化,professional_survey,1.1654167175293,1480,1389,0.217144813451741,0.0431056373179286,0.0631284864935155,430822,Hunan,430800,Hunan,TRUE,TRUE
824,Aegithalos fuliginosus,Hunan,2009,publication_minus_median_lag,2011,2010,1,110.6,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,533265.595681865,3192293.90511788,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄，标本采集,分布变化,professional_survey,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Aethopyga christinae,Hubei,2003,discovery_date,2003,2004,1,110.54,30.07,TRUE,TRUE,五峰后河,national,森林生态,1985,0,527432.838574836,3194213.99377792,Hubei,824,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,420529,Hubei,420500,Hubei,TRUE,TRUE
824,Aquila heliaca,Hunan,2021,discovery_date,2021,2023,2,110.87,29.98,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,559411.424744811,3185939.02630248,Hunan,824,TRUE,TRUE,TRUE,TRUE,救助，观察拍摄,分布变化,professional_survey,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Aviceda jerdoni,Hunan,2017,discovery_date,2017,2018,1,110.88,29.98,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,560363.311870039,3185995.42069018,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察和拍摄,"",birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Circaetus gallicus,Hunan,2022,discovery_date,2022,2023,1,110.87,29.97,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,559477.717521067,3184819.10783096,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察和拍摄,"",birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Cyornis rubeculoides,Hunan,2009,publication_minus_median_lag,2011,2010,1,110.67,30.07,FALSE,FALSE,湖南壶瓶山,national,森林生态,1982,0.392504221231119,539796.117021114,3194912.7187008,Hubei,824,FALSE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,420529,Hubei,420500,Hubei,FALSE,FALSE
824,Emberiza godlewskii,Hunan,2009,publication_minus_median_lag,2012,2010,1,110.72,30.03,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,544809.41975465,3190705.03591492,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Ficedula hyperythra,Hunan,2017,discovery_date,2017,2022,5,110.57,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,530411.821762033,3192133.1975172,Hunan,824,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Ficedula tricolor,Hunan,2012,discovery_date,2012,2014,2,110.65,30.07,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,537894.133893665,3194804.16886484,Hubei,824,TRUE,TRUE,TRUE,TRUE,观察拍摄，记录鸣声，网捕,分布变化,professional_survey,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Hieraaetus pennatus,Hunan,2020,discovery_date,2020,2021,1,110.87,29.97,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,559477.717521067,3184819.10783096,Hunan,824,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Hirundapus caudacutus,Hunan,2013,discovery_date,2013,2014,1,110.65,30.07,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,537894.133893665,3194804.16886484,Hubei,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Locustella mandelli,Hunan,2011,discovery_date,2011,2014,3,110.63,30.02,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,536310.09947801,3189094.84975186,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄，记录到繁殖期发出的摩擦声,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Paradoxornis guttaticollis,Hunan,2010,discovery_date,2010,2014,4,110.77,29.97,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,549957.407645489,3184260.37116929,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Pericrocotus ethologus,Hunan,2011,discovery_date,2011,2014,3,110.54,30.06,TRUE,TRUE,五峰后河,national,森林生态,1985,0,527495.419607908,3193093.6620079,Hubei,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Phylloscopus emeiensis,Hunan,2018,discovery_date,2018,2019,1,110.75,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,547533.729691553,3193110.37774045,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察和拍摄,"",birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Phylloscopus intermedius,Hunan,2017,discovery_date,2017,2022,5,110.57,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,530411.821762033,3192133.1975172,Hunan,824,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Phylloscopus magnirostris,Hunan,2012,discovery_date,2012,2014,2,110.65,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,538021.777215409,3192563.6673955,Hunan,824,TRUE,TRUE,TRUE,TRUE,"观察拍摄, 记录鸣声",分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Phylloscopus omeiensis,Hunan,2015,discovery_date,2015,2023,8,110.6,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,533265.595681865,3192293.90511788,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化或缺乏调查,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Phylloscopus soror,Hunan,2015,discovery_date,2015,2023,8,110.6,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,533265.595681865,3192293.90511788,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄，记录鸣声,分布变化或缺乏调查,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Prunella collaris,Hunan,2020,discovery_date,2020,2022,2,110.78,30.1,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,550060.755526674,3198877.25498144,Hunan,824,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Pteruthius xanthochlorus,Hunan,2011,discovery_date,2011,2014,3,110.68,29.98,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,541324.502035996,3184885.7505283,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄，记录鸣声,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Pyrrhula erythaca,Hunan,2011,discovery_date,2011,2011,0,110.65,30.03,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,538149.415513255,3190323.25410978,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Pyrrhula nipalensis,Hunan,2010,discovery_date,2010,2011,1,110.67,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,539924.211687145,3192672.24299055,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
824,Zoothera mollissima,Hunan,2012,discovery_date,2012,2014,2,110.74,29.87,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,547749.397121714,3172895.80527119,Hunan,824,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,1.57089996337891,1298,413,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
825,Muscicapa muttui,Hunan,2013,discovery_date,2013,2015,2,111.07,29.88,FALSE,FALSE,湖南壶瓶山,national,森林生态,1982,18.9254312629648,579133.501633642,3175888.30810649,Hunan,825,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.60336666107178,1234,312,0.103357874200594,0.0189702283469961,0.0347710350255269,430726,Hunan,430700,Hunan,TRUE,TRUE
830,Prinia flaviventris,Hubei,2019,discovery_date,2019,2022,3,114.04,29.57,FALSE,FALSE,湖北九宫山,national,森林生态,1981,42.3052111634834,865004.922578434,3162826.77996787,Hubei,830,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.71469993591309,1324,71,0.217144813451741,0.0431056373179286,0.0631284864935155,421223,Hubei,421200,Hubei,TRUE,TRUE
834,Charadrius dealbatus,Jiangxi,2024,discovery_date,2024,2024,0,115.82,29.69,FALSE,FALSE,江西庐山,national,森林生态,1981,15.8478311278197,1033244.31737714,3193230.49404244,Jiangxi,834,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.23998336791992,1817,1087,0.316090936826047,0.0555181677950237,0.0727307499262645,360404,Jiangxi,360400,Jiangxi,TRUE,TRUE
838,Tragopan caboti,Anhui,2018,discovery_date,2018,2022,4,118.23,29.43,FALSE,FALSE,浙江古田山,national,野生动物,1975,18.899983564,1266018.111847,3192205.89207568,Zhejiang,838,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.65648326873779,1677,216,0.316090936826047,0.0555181677950237,0.0727307499262645,341022,Anhui,341000,Anhui,TRUE,TRUE
844,Turnix suscitator,Zhejiang,2021,discovery_date,2021,2023,2,121.02,28.86,FALSE,FALSE,夹溪,local,森林生态,1994,47.1440110891556,1541140.53693204,3168500.82255274,Zhejiang,844,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.63169994354248,1389,147,0.24517462933645,0.0470920804650966,0.0850920271159029,331082,Zhejiang,331000,Zhejiang,TRUE,TRUE
859,Aix galericulata,Tibet,2021,discovery_date,2021,2021,0,91.18,29.65,FALSE,FALSE,西藏拉鲁湿地,provincial,湿地生态,1999,7.01102728334994,-1318698.13807167,3224317.16955455,Tibet,859,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.320266675949097,372,4308,-0.0559222994950152,0.042174245586323,0.0244374209082694,540102,Tibet,540100,Tibet,TRUE,TRUE
859,Spodiopsar cineraceus,Tibet,2016,discovery_date,2016,2018,2,91.56,29.84,TRUE,TRUE,西藏雅鲁藏布江中游河谷黑颈鹤,national,野生动物,1993,0,-1279788.19357954,3240449.66112116,Tibet,859,TRUE,TRUE,TRUE,TRUE,观察和拍摄,"",birdwatching,0.320266675949097,372,4308,-0.0559222994950152,0.042174245586323,0.0244374209082694,540104,Tibet,540100,Tibet,TRUE,TRUE
866,Agropsar sturninus,Tibet,2020,discovery_date,2020,2023,3,94.81,29.96,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,-970198.520055016,3216986.30230052,Tibet,866,TRUE,TRUE,TRUE,TRUE,观察和拍摄,"",birdwatching,0.522249984741211,696,3449,-0.0559222994950152,0.042174245586323,0.0244374209082694,540402,Tibet,540400,Tibet,TRUE,TRUE
871,Egretta garzetta,Tibet,2013,discovery_date,2013,2015,2,97.82,30.17,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,78.7644638104407,-682516.178285051,3215407.0405983,Tibet,871,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,-0.0997166693210602,598,4761,-0.0559222994950152,0.042174245586323,0.0244374209082694,540327,Tibet,540300,Tibet,TRUE,TRUE
883,Turdus feae,Sichuan,2012,discovery_date,2012,2012,0,104.07,30.64,FALSE,FALSE,四川龙泉湖,provincial,湿地生态,1998,59.7686606314829,-87985.3921960604,3243900.59083559,Sichuan,883,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.64375,1039,515,0.172594181637433,0.0614651285579834,0.0502349422385811,510107,Sichuan,510100,Sichuan,TRUE,TRUE
884,Pycnonotus jocosus,Sichuan,2011,discovery_date,2011,2018,7,104.67,30.63,FALSE,FALSE,四川龙泉湖,provincial,湿地生态,1998,27.066959745596,-31224.7558544022,3242417.09406106,Sichuan,884,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.66044998168945,995,438,0.172594181637433,0.0614651285579834,0.0502349422385811,510121,Sichuan,510100,Sichuan,TRUE,TRUE
892,Cecropis daurica,Chongqing,2021,discovery_date,2021,2025,4,108.79,30.69,FALSE,FALSE,澎溪河湿地,unknown,---,2008,50.6768032284412,358267.919298793,3255944.45343798,Chongqing,892,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.26741666793823,1362,1299,0.217144813451741,0.0431056373179286,0.0631284864935155,500235,Chongqing,5e+05,Chongqing,TRUE,TRUE
893,Geokichla citrina,Chongqing,2008,discovery_date,2008,2009,1,109,30.67,FALSE,FALSE,湖北星斗山,national,森林生态,1981,53.5232580310938,378199.213103745,3254478.30707603,Chongqing,893,FALSE,FALSE,FALSE,FALSE,观察和拍摄,分布变化,birdwatching,1.10170001983643,1419,1533,0.217144813451741,0.0431056373179286,0.0631284864935155,500235,Chongqing,5e+05,Chongqing,TRUE,TRUE
895,Heterophasia desgodinsi,Hubei,2011,discovery_date,2011,2012,1,110.13,30.45,FALSE,FALSE,湖北木林子,national,森林生态,1983,32.3137577352865,486232.058739251,3234714.49854411,Hubei,895,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.41548328399658,1348,843,0.217144813451741,0.0431056373179286,0.0631284864935155,422823,Hubei,422800,Hubei,TRUE,TRUE
899,Emberiza yessoensis,Hubei,2014,discovery_date,2014,2014,0,112.36,30.37,FALSE,FALSE,湖北天鹅洲故道白暨豚国家级自然保护区,national,野生动物,1992,66.7480003695613,697932.836598752,3239048.77425492,Hubei,899,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.66889991760254,1092,29,0.217144813451741,0.0431056373179286,0.0631284864935155,421002,Hubei,421000,Hubei,TRUE,TRUE
900,Anthus gustavi,Hubei,2014,discovery_date,2014,2015,1,112.72,30.44,FALSE,FALSE,湖北洪湖湿地,provincial,湿地生态,1996,74.1478439083922,731393.083675307,3249477.24786084,Hubei,900,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.6711332321167,1134,32,0.217144813451741,0.0431056373179286,0.0631284864935155,429005,Hubei,429005,Hubei,TRUE,TRUE
908,Phylloscopus ricketti,Anhui,2016,discovery_date,2016,2017,1,117.29,30.01,FALSE,FALSE,安徽牯牛降,national,森林生态,1982,11.5559469340585,1168514.1763945,3245180.23677489,Anhui,908,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.5731499671936,1640,311,0.22778909196967,0.0441725398814915,0.0682618595424368,341722,Anhui,341700,Anhui,TRUE,TRUE
909,Aethopyga christinae,Anhui,2017,discovery_date,2017,2018,1,117.48,30,FALSE,FALSE,古牛绛,national,森林生态,1982,1.75416515127222,1186625.22324138,3246320.60264793,Anhui,909,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.59630002975464,1632,232,0.22778909196967,0.0441725398814915,0.0682618595424368,341024,Anhui,341000,Anhui,TRUE,TRUE
909,Hemixos castanonotus,Anhui,2007,discovery_date,2007,2010,3,117.45,30,FALSE,FALSE,古牛绛,national,森林生态,1982,2.08628902830124,1183787.74493242,3245962.46457478,Anhui,909,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.59630002975464,1632,232,0.22778909196967,0.0441725398814915,0.0682618595424368,341024,Anhui,341000,Anhui,TRUE,TRUE
909,Ictinaetus malaiensis,Anhui,2005,discovery_date,2005,2010,5,117.45,30,FALSE,FALSE,古牛绛,national,森林生态,1982,2.08628902830124,1183787.74493242,3245962.46457478,Anhui,909,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.59630002975464,1632,232,0.22778909196967,0.0441725398814915,0.0682618595424368,341024,Anhui,341000,Anhui,TRUE,TRUE
909,Pericrocotus solaris,Anhui,2007,discovery_date,2007,2010,3,117.72,29.85,FALSE,FALSE,古牛绛,national,森林生态,1982,23.2401936334545,1211471.0725022,3232527.98358671,Anhui,909,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.59630002975464,1632,232,0.22778909196967,0.0441725398814915,0.0682618595424368,341024,Anhui,341000,Anhui,TRUE,TRUE
910,Enicurus schistaceus,Anhui,2020,discovery_date,2020,2024,4,118.2,29.87,FALSE,FALSE,盘台,local,森林生态,2006,57.1234728176159,1256624.8320354,3240718.50445357,Anhui,910,FALSE,FALSE,FALSE,FALSE,观察和拍摄,"",birdwatching,1.59701671600342,1622,230,0.22778909196967,0.0441725398814915,0.0682618595424368,341022,Anhui,341000,Anhui,TRUE,TRUE
911,Pteruthius xanthochlorus,Anhui,2015,discovery_date,2015,2016,1,118.53,29.57,FALSE,FALSE,浙江古田山,national,野生动物,1975,49.6511221264744,1292418.27977126,3211620.16385864,Zhejiang,911,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.52588329315186,1624,379,0.22778909196967,0.0441725398814915,0.0682618595424368,330127,Zhejiang,330100,Zhejiang,FALSE,FALSE
917,Muscicapa ferruginea,Zhejiang,2013,discovery_date,2013,2013,0,121.93,29.2,FALSE,FALSE,韭山列岛,national,海洋海岸,1998,21.4068438601853,1621396.16263153,3220540.48543204,"",917,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.63156661987305,1275,121,0.24517462933645,0.0470920804650966,0.0850920271159029,330225,Zhejiang,330200,Zhejiang,TRUE,TRUE
938,Dicrurus annectens,Tibet,2014,discovery_date,2014,2015,1,94.85,30.35,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,-961936.473017917,3260136.32080963,Tibet,938,TRUE,TRUE,TRUE,TRUE,发现尸体、制成标本,分布变化（游荡）,professional_survey,-0.359299993515015,684,4849,-0.0559222994950152,0.042174245586323,0.0244374209082694,540424,Tibet,540400,Tibet,TRUE,TRUE
953,Passer hispaniolensis,Sichuan,2016,discovery_date,2016,2019,3,102.98,30.9,TRUE,TRUE,四川卧龙,national,野生动物,1963,0,-190503.334562156,3274639.28525516,Sichuan,953,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.213883328437805,737,3790,0.172594181637433,0.0614651285579834,0.0502349422385811,513221,Sichuan,513200,Sichuan,TRUE,TRUE
965,Pericrocotus solaris,Chongqing,2007,discovery_date,2007,2009,2,109.08,31.12,FALSE,FALSE,澎溪河湿地,unknown,---,2008,46.94497928084,383681.293961072,3305315.03077012,Chongqing,965,FALSE,FALSE,FALSE,FALSE,观察和拍摄,分布变化,birdwatching,1.48388338088989,1333,862,0.0101790158016724,0.0019952400259006,0.00710953190322487,500235,Chongqing,5e+05,Chongqing,TRUE,TRUE
968,Pitta nympha,Hubei,2009,discovery_date,2009,2011,2,110.9,30.85,FALSE,FALSE,西陵峡震旦纪地质剖面,provincial,地质遗迹,1986,52.524075141774,556465.266386882,3283621.84096919,Hubei,968,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.41928329467773,1215,720,0.217144813451741,0.0431056373179286,0.0631284864935155,420527,Hubei,420500,Hubei,TRUE,TRUE
969,Passer domesticus,Hubei,2023,discovery_date,2023,2024,1,111.26,30.69,FALSE,FALSE,西陵峡震旦纪地质剖面,provincial,地质遗迹,1986,36.7874644644078,591508.13271997,3267759.78165153,Hubei,969,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.66428337097168,1073,122,0.217144813451741,0.0431056373179286,0.0631284864935155,420504,Hubei,420500,Hubei,TRUE,TRUE
